	e72	e73	e75	e76	e77	e78	e80	e81	e82	e87	e88	e89	e90	e91	e92	e93	e94	e95	e96	e97
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala	1.79900744416873	2.18160377358491	0	0.704579768495219	0	0.170068027210884	0.345073774393146	0.128410914927769	0	0.228920259442961	0.0249594409085237	0.842741294323422	0.571110182476668	0.0393590104020242	0.106112054329372	0	0.234244283324038	0	0.0904977375565611	0.918157353173975
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma	0	0.17688679245283	0	0.125817815802718	0	0.850340136054422	0.0832936696811042	0.642054574638844	0	0.095383441434567	2.77049794084613	0.254412466210844	0	0.567894292943492	0.382003395585739	0.0984009840098401	0.435025097601785	0.925925925925926	0.150829562594268	0.522399873357607
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Melanommataceae;g__Unclassified	0	0	0	0	0	0	0	0	0.147420147420147	0	0	0.2862140244872	0	0	2.44057724957555	2.7060270602706	0.256553262688232	0	0.211161387631976	1.88380560392591
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Unclassified	0	0	0	0	0	0	1.20180866254165	0	0	0	3.86871334082117	0	0	0.927748102333427	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniales_fam_Incertae_sedis;g__Holtermanniella	0.248138957816377	0	0.449438202247191	0.503271263210871	0.88008800880088	1.02040816326531	0.368871965730604	0	1.25307125307125	0	0	0	0	0.0112454315434355	0.382003395585739	0	0	0.347222222222222	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.21712158808933	0	0	0	0	0	0.0356972870061875	0	0.319410319410319	0	0	0.127206233105422	0.29251984956122	3.21057070565083	0	0	0.435025097601785	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium	0	0	0	0	0	0	0.118990956687292	0	0.442260442260442	0.133536818008394	0	0	0	0	0	0	0	2.77777777777778	0.422322775263952	0
k__Fungi;p__Basidiomycota;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified	0.124069478908189	0	0	0	0	0	0	0	0.0982800982800983	0	0	0.524725711559866	2.00585039699122	0	0.212224108658744	0	0	0	0.211161387631976	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium	0	0	0	0	0	0	0.0832936696811042	0	0.294840294840295	0	0	0	0	0	0	0	0	2.31481481481481	0.301659125188537	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Cistella	0	0	0	0	0	0	0	0	0.761670761670762	0	0	0	0	0	0.700339558573854	0.541205412054121	0	0	0.693815987933635	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Togniniales;f__Togniniaceae;g__Phaeoacremonium	0	0	0	0	0	0	0	0	0.0491400491400491	0	0	2.32151375417395	0.0835770998746344	0	0.0424448217317487	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Pestalotiopsis	0	0	0	0	0	0	0.571156592099	0	0.171990171990172	0.400610454025181	0	0	0	0	0	0	0	0.578703703703704	0.542986425339366	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla	0	0	0	0	0	0	0	0	0	0	1.90939722950206	0	0	0.247399493955581	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Flagelloscypha	0	0	0	0	0.88008800880088	0	0.0832936696811042	0	0	0	0	0	1.18400891489065	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Unclassified;g__Unclassified	0	0	1.19850187265918	0	0	0	0.0713945740123751	0	0.786240786240786	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_fam_Incertae_sedis;g__Oliveonia	0	0	1.64794007490637	0	0.385038503850385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85185185185185	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Mrakia	0.86848635235732	0.235849056603774	0	0	0.275027502750275	0	0.452165635411709	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia	0	0.117924528301887	0	0	0	0	0	0	0.0982800982800983	0	0	0	0.0557180665830896	0.47230812482429	0	0.541205412054121	0	0.192901234567901	0	0.253284787082476
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Paurocotylis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.501543209876543	0.874811463046757	0.348266582238404
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiales_fam_Incertae_sedis;g__Mrakiella	0	0	0	0	0	0	0.0951927653498334	0	1.35135135135135	0	0	0	0	0	0	0	0	0	0.271493212669683	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Unclassified;g__Unclassified	0	0	0	0	0	0	0.559257496430271	0	0	0	0	0	0	0	0	0	0	0	0.603318250377074	0.316605983853095
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta	0	0	0	0	0.11001100110011	0.76530612244898	0.190385530699667	0	0	0	0	0	0	0	0.169779286926995	0.1230012300123	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis	0	0	0	0.528434826371414	0	0	0.0356972870061875	0	0	0	0.249594409085237	0	0	0	0	0	0	0.501543209876543	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0.906344410876133	0.250731299623903	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	0	0	0	0	0	0	0	0	0	0.972911102632583	0	0	0.111436133166179	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium	0.124069478908189	0	0	0	0.11001100110011	0	0	0	0.368550368550369	0	0	0	0.139295166457724	0.101208883890919	0	0	0.200780814277747	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Hormonema	0	0	0	0	0	0	0	0	0	0	0	0	0.181083716395041	0	0	0	0	0	0.723981900452489	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Unclassified	0	0	0	0.0754906894816306	0	0	0	0	0	0	0.212155247722451	0	0.0417885499373172	0.466685409052572	0	0	0.0669269380925823	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Unclassified	0	0	0	0	0	0	0.214183722037125	0	0	0	0	0	0	0	0	0	0	0.617283950617284	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis	0	0	0	0	0	0	0.214183722037125	0	0	0	0.212155247722451	0.238511687072667	0	0.0843407365757661	0	0	0	0	0	0.063321196770619
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Ochrocladosporium	0	0	0.224719101123596	0	0	0	0	0	0.171990171990172	0	0	0	0	0	0	0	0	0	0.392156862745098	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia	0	0	0	0	0	0	0	0	0	0	0.237114688630975	0	0.069647583228862	0.393590104020242	0	0	0	0.0771604938271605	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Unclassified;g__Unclassified	0.589330024813896	0	0	0	0	0	0	0	0	0	0	0	0.0835770998746344	0	0	0	0	0	0	0.0791514959632737
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium	0	0	0	0	0	0	0.678248453117563	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0	0	0	0	0	0	0.0713945740123751	0	0	0	0.0374391613627855	0	0	0.0281135788585887	0.148556876061121	0	0	0	0	0.379927180623714
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Conlarium	0.124069478908189	0	0	0	0	0	0.14278914802475	0	0	0.11446012972148	0	0	0.222872266332358	0.0449817261737419	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Drechslera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297113752122241	0.34440344403444	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191001697792869	0.3690036900369	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acidomelania	0	0	0	0	0	0	0	0	0	0	0	0	0.0417885499373172	0	0	0.4920049200492	0	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Unclassified;f__Unclassified;g__Unclassified	0.279156327543424	0.117924528301887	0	0	0	0	0	0	0	0	0	0.111305453967244	0	0	0	0	0	0	0	0
k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Unclassified	0	0	0	0	0	0	0.178486435030938	0	0	0	0.0499188818170473	0	0.0417885499373172	0.17430418892325	0	0	0	0	0	0.0474908975779642
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	0	0	0	0	0	0	0	0.449438202247191	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Unclassified	0	0	0	0	0	0	0	0	0.147420147420147	0	0	0	0	0	0	0	0	0	0.0904977375565611	0.174133291119202
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium	0.0930521091811414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308641975308642	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula	0	0	0	0	0	0	0	0	0	0	0	0	0.167154199749269	0	0	0	0	0	0.211161387631976	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Unclassified;g__Unclassified	0	0	0	0	0	0	0	0	0.0737100737100737	0	0	0	0	0.129322462749508	0	0	0	0.154320987654321	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema	0	0	0	0	0	0	0	0	0	0	0	0	0.208942749686586	0.0112454315434355	0	0	0	0	0.120663650075415	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis	0	0	0	0.327126321087066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia	0	0	0	0	0	0	0	0	0.294840294840295	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0.174716086359666	0.111305453967244	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Unclassified;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275891341256367	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium	0	0	0	0	0	0	0	0	0	0	0	0.127206233105422	0.111436133166179	0	0	0	0.0223089793641941	0	0	0
k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Udeniozyma	0	0	0	0	0	0	0	0	0	0	0	0.238511687072667	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Cheilymenia	0	0	0	0	0	0	0	0.224719101123596	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191001697792869	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Hydnocystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120663650075415	0.063321196770619
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora	0	0	0	0.0754906894816306	0	0	0	0	0	0	0	0.0795038956908889	0	0	0	0	0.0223089793641941	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Guehomyces	0	0	0	0.176144942123805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Unclassified;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0.159007791381778	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Thanatephorus	0	0	0	0	0	0	0.154688243693479	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Protomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154320987654321	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Goffeauzyma	0	0	0	0	0	0	0	0	0.0491400491400491	0	0	0.0954046748290666	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Scedosporium	0	0	0	0	0	0	0.0475963826749167	0	0	0	0	0	0	0.0955861681192016	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Trichophyton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126642393541238
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.0975066165204067	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium	0	0	0	0	0	0	0	0	0	0	0	0	0.0975066165204067	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium	0	0	0	0	0	0	0	0	0	0	0	0.0954046748290666	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella	0.0620347394540943	0	0	0	0	0	0	0	0	0	0	0.0318015582763555	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0892359174567764	0	0	0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces	0	0	0	0	0	0	0.0832936696811042	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Unclassified;f__Unclassified;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0	0.0795038956908889	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Unclassified;f__Unclassified;g__Unclassified	0	0	0	0	0	0	0	0	0	0	0.0748783227255709	0	0	0	0	0	0	0	0	0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Minimedusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112454315434355	0	0	0	0	0	0.063321196770619
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0674725892606129	0	0	0	0	0	0
